sol68404255.html,How-To,BIG-IP AFM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP DNS,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP ASM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP Analytics,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP APM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP Link Controller,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP LTM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP PEM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol68404255.html,How-To,BIG-IP AAM,['12.1.1', ' 12.1.0', ' 12.0.0']
sol11140613.html,Known Issue,BIG-IP LTM,['11.5.1', ' 11.5.2', ' 11.5.3']
sol15417213.html,Security Advisory,BIG-IQ Centralized Management,['5.1.0', ' 5.0.0', ' 4.6.0']
sol15417213.html,Security Advisory,Traffix SDC,['4.4.0', ' 4.1.0', ' 4.0.5', ' 4.0.2', ' 4.0.0']
sol15417213.html,Security Advisory,Enterprise Manager,['3.1.1']
sol15417213.html,Security Advisory,BIG-IP WebAccelerator,['11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IP Link Controller,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IP PEM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0']
sol15417213.html,Security Advisory,BIG-IQ Security,['4.5.0', ' 4.4.0', ' 4.3.0', ' 4.2.0', ' 4.1.0', ' 4.0.0']
sol15417213.html,Security Advisory,F5-MOBILESAFE,['1.0.0']
sol15417213.html,Security Advisory,BIG-IP PSM,['11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IP GTM,['11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IP APM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,ARX,['6.4.0', ' 6.3.0', ' 6.2.0']
sol15417213.html,Security Advisory,BIG-IP AFM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0']
sol15417213.html,Security Advisory,BIG-IP WOM,['11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IP Edge Gateway,['11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IQ Cloud,['4.5.0', ' 4.4.0', ' 4.3.0', ' 4.2.0', ' 4.1.0', ' 4.0.0']
sol15417213.html,Security Advisory,F5 iWorkflow,['2.0.1', ' 2.0.0']
sol15417213.html,Security Advisory,BIG-IP DNS,['12.1.1', ' 12.1.0', ' 12.0.0']
sol15417213.html,Security Advisory,BIG-IQ Device,['4.5.0', ' 4.4.0', ' 4.3.0', ' 4.2.0']
sol15417213.html,Security Advisory,BIG-IP ASM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,BIG-IQ Cloud and Orchestration,['1.0.0']
sol15417213.html,Security Advisory,LineRate,['2.6.1', ' 2.6.0', ' 2.5.2', ' 2.5.1', ' 2.5.0']
sol15417213.html,Security Advisory,BIG-IQ ADC,['4.5.0']
sol15417213.html,Security Advisory,BIG-IP LTM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1', ' 10.2.4', ' 10.2.3', ' 10.2.2', ' 10.2.1', ' 10.2.0', ' 10.1.0']
sol15417213.html,Security Advisory,F5-WEBSAFE,['1.0.0']
sol15417213.html,Security Advisory,BIG-IP Analytics,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.2.1']
sol15417213.html,Security Advisory,BIG-IP AAM,['12.1.1', ' 12.1.0', ' 12.0.0', ' 11.6.1', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0']
sol17284.html,Known Issue,BIG-IP LTM,['11.5.3']
solgl_integrating_gtm_with_older_bigips.html,Manual,BIG-IP Link Controller,['10.1.0']
solgl_integrating_gtm_with_older_bigips.html,Manual,BIG-IP GTM,['10.1.0']
sol13630.html,Known Issue,BIG-IP PSM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP LTM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP ASM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP GTM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP APM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP WebAccelerator,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP Link Controller,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP Edge Gateway,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP WOM,['11.1.0', ' 11.0.0']
sol13630.html,Known Issue,BIG-IP Analytics,['11.1.0', ' 11.0.0']
sol25086712.html,Known Issue,BIG-IP ASM,['12.0.0', ' 11.6.1', ' 11.6.0']
sol14977.html,How-To,BIG-IP Link Controller,['12.0.0', ' 11.6.0', ' 11.5.4', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP AFM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0']
sol16947.html,Best Practice,BIG-IP PSM,['11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP LTM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP ASM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP APM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP WebAccelerator,['11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP Link Controller,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP Edge Gateway,['11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP WOM,['11.3.0', ' 11.2.1', ' 11.2.0', ' 11.1.0', ' 11.0.0']
sol16947.html,Best Practice,BIG-IP PEM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0', ' 11.3.0']
sol16947.html,Best Practice,BIG-IP AAM,['11.6.0', ' 11.5.3', ' 11.5.2', ' 11.5.1', ' 11.5.0', ' 11.4.1', ' 11.4.0']
sol15885.html,Security Advisory,Enterprise Manager,['2.0.0', ' 2.1.0', ' 2.2.0', ' 2.3.0', ' 3.0.0', ' 3.1.0', ' 3.1.1']
sol15885.html,Security Advisory,BIG-IP WOM,['10.0.0', ' 10.0.1', ' 10.1.0', ' 10.2.0', ' 10.2.1', ' 10.2.2', ' 10.2.3', ' 10.2.4', ' 11.0.0', ' 11.1.0', ' 11.2.0', ' 11.2.1', ' 11.3.0']
sol15885.html,Security Advisory,BIG-IP Edge Gateway,['10.1.0', ' 10.2.0', ' 10.2.1', ' 10.2.2', ' 10.2.3', ' 10.2.4', ' 11.0.0', ' 11.1.0', ' 11.2.0', ' 11.2.1', ' 11.3.0']
sol15885.html,Security Advisory,BIG-IP AFM,['11.3.0', ' 11.4.0', ' 11.4.1', ' 11.5.0', ' 11.5.1', ' 11.5.2', ' 11.5.3', ' 11.6.0']
